log level: INFO
Words to send: 2689
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
Read EPC: 13370302796054, 4
Read EPC: 13370302796054, 4
Read EPC: 1337030279620c, 3
Next block: 03027964e1(2491/2689) --- Time elapsed: 644.796 secs
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 2
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 1337030279620c, 4
Read EPC: 133703027964e1, 4
Next block: 03027966fb(2492/2689) --- Time elapsed: 645.077 secs
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027964e1, 4
Read EPC: 133703027966fb, 4
Next block: 0302796887(2493/2689) --- Time elapsed: 645.326 secs
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 2
Read EPC: 133703027966fb, 4
Read EPC: 133703027966fb, 4
Read EPC: 13370302796887, 4
Next block: 0302796a00(2494/2689) --- Time elapsed: 645.606 secs
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 1
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 4
Read EPC: 13370302796887, 2
Read EPC: 13370302796887, 4
Read EPC: 13370302796a00, 1
Next block: 0302796ca2(2495/2689) --- Time elapsed: 645.862 secs
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796a00, 4
Read EPC: 13370302796ca2, 4
Next block: 0302796e3c(2496/2689) --- Time elapsed: 646.116 secs
Read EPC: 13370302796ca2, 3
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 3
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796ca2, 4
Read EPC: 13370302796e3c, 4
Next block: 03027970a4(2497/2689) --- Time elapsed: 646.366 secs
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 3
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 2
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 4
Read EPC: 13370302796e3c, 0
Read EPC: 13370302796e3c, 4
Read EPC: 133703027970a4, 2
Next block: 030279724d(2498/2689) --- Time elapsed: 646.636 secs
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 2
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 133703027970a4, 4
Read EPC: 1337030279724d, 4
Next block: 03027974eb(2499/2689) --- Time elapsed: 646.887 secs
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 3
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 1
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 4
Read EPC: 1337030279724d, 1
Read EPC: 1337030279724d, 4
Read EPC: 133703027974eb, 4
Next block: 0302797652(2500/2689) --- Time elapsed: 647.146 secs
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 3
Read EPC: 133703027974eb, 2
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 4
Read EPC: 133703027974eb, 2
Read EPC: 133703027974eb, 4
Read EPC: 13370302797652, 4
Next block: 0302797820(2501/2689) --- Time elapsed: 647.402 secs
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 0
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797652, 4
Read EPC: 13370302797820, 4
Next block: 0302797a14(2502/2689) --- Time elapsed: 647.656 secs
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 0
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797820, 4
Read EPC: 13370302797a14, 4
Next block: 0302797c2b(2503/2689) --- Time elapsed: 647.907 secs
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 2
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797a14, 4
Read EPC: 13370302797c2b, 4
Next block: 0302797e9e(2504/2689) --- Time elapsed: 648.166 secs
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 1
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 3
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797c2b, 4
Read EPC: 13370302797e9e, 4
Next block: 0302798017(2505/2689) --- Time elapsed: 648.416 secs
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302797e9e, 4
Read EPC: 13370302798017, 4
Next block: 030279821f(2506/2689) --- Time elapsed: 648.676 secs
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 0
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 0
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 13370302798017, 4
Read EPC: 1337030279821f, 4
Next block: 0302798413(2507/2689) --- Time elapsed: 648.937 secs
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 0
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 1337030279821f, 4
Read EPC: 13370302798413, 4
Next block: 0302798636(2508/2689) --- Time elapsed: 649.196 secs
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 3
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 0
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798413, 4
Read EPC: 13370302798636, 3
Next block: 03027988ab(2509/2689) --- Time elapsed: 649.446 secs
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 1
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 0
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 4
Read EPC: 13370302798636, 4
Read EPC: 133703027988ab, 4
Next block: 0302798a6a(2510/2689) --- Time elapsed: 649.706 secs
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 3
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 3
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 133703027988ab, 4
Read EPC: 13370302798a6a, 4
Next block: 0302798cfc(2511/2689) --- Time elapsed: 649.957 secs
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 1
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798a6a, 4
Read EPC: 13370302798cfc, 4
Next block: 0302798e58(2512/2689) --- Time elapsed: 650.216 secs
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 3
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798cfc, 3
Read EPC: 13370302798cfc, 4
Read EPC: 13370302798e58, 4
Next block: 0302799071(2513/2689) --- Time elapsed: 650.473 secs
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 4
Read EPC: 13370302798e58, 1
Read EPC: 13370302798e58, 4
Read EPC: 13370302799071, 4
Next block: 0302799202(2514/2689) --- Time elapsed: 650.727 secs
Read EPC: 13370302799071, 4
Read EPC: 13370302799071, 0
Read EPC: 13370302799071, 2
Read EPC: 13370302799071, 0
Read EPC: 13370302799071, 4
Read EPC: 13370302799071, 4
Read EPC: 13370302799071, 4
Read EPC: 13370302799071, 4
Read EPC: 13370302799071, 4
Read EPC: 13370302799071, 4
Read EPC: 13370302799071, 4
Read EPC: 13370302799202, 4
Next block: 0302799415(2515/2689) --- Time elapsed: 650.977 secs
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 2
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 0
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 4
Read EPC: 13370302799202, 3
Read EPC: 13370302799202, 4
Read EPC: 13370302799415, 4
Next block: 0302799679(2516/2689) --- Time elapsed: 651.253 secs
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 4
Read EPC: 13370302799415, 0
Read EPC: 13370302799415, 4
Read EPC: 13370302799679, 4
Next block: 0302799898(2517/2689) --- Time elapsed: 651.496 secs
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 1
Read EPC: 13370302799679, 2
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799679, 4
Read EPC: 13370302799898, 4
Next block: 0302799a48(2518/2689) --- Time elapsed: 651.766 secs
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799898, 4
Read EPC: 13370302799a48, 1
Next block: 0302799c7f(2519/2689) --- Time elapsed: 652.016 secs
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 1
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799a48, 4
Read EPC: 13370302799c7f, 4
Next block: 0302799e0e(2520/2689) --- Time elapsed: 652.296 secs
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 3
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799c7f, 0
Read EPC: 13370302799c7f, 4
Read EPC: 13370302799e0e, 4
Next block: 030279a02f(2521/2689) --- Time elapsed: 652.546 secs
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 3
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 13370302799e0e, 4
Read EPC: 1337030279a02f, 4
Next block: 030279a287(2522/2689) --- Time elapsed: 652.816 secs
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 1
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a02f, 1
Read EPC: 1337030279a02f, 2
Read EPC: 1337030279a02f, 4
Read EPC: 1337030279a287, 4
Next block: 030279a4a4(2523/2689) --- Time elapsed: 653.078 secs
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 2
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a287, 4
Read EPC: 1337030279a4a4, 4
Next block: 030279a633(2524/2689) --- Time elapsed: 653.336 secs
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 0
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a4a4, 4
Read EPC: 1337030279a633, 4
Next block: 030279a893(2525/2689) --- Time elapsed: 653.587 secs
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a633, 4
Read EPC: 1337030279a893, 4
Next block: 030279aa39(2526/2689) --- Time elapsed: 653.856 secs
Read EPC: 1337030279a893, 1
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 0
Read EPC: 1337030279a893, 2
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 4
Read EPC: 1337030279a893, 4
Read EPC: 1337030279aa39, 4
Next block: 030279ac5c(2527/2689) --- Time elapsed: 654.107 secs
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 1
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 3
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279aa39, 0
Read EPC: 1337030279aa39, 4
Read EPC: 1337030279ac5c, 4
Next block: 030279aed1(2528/2689) --- Time elapsed: 654.372 secs
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279ac5c, 4
Read EPC: 1337030279aed1, 4
Next block: 030279b090(2529/2689) --- Time elapsed: 654.617 secs
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 2
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279aed1, 4
Read EPC: 1337030279b090, 4
Next block: 030279b222(2530/2689) --- Time elapsed: 654.876 secs
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b090, 4
Read EPC: 1337030279b222, 4
Next block: 030279b47a(2531/2689) --- Time elapsed: 655.126 secs
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 0
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 3
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b222, 4
Read EPC: 1337030279b47a, 4
Next block: 030279b697(2532/2689) --- Time elapsed: 655.386 secs
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b47a, 4
Read EPC: 1337030279b697, 4
Next block: 030279b828(2533/2689) --- Time elapsed: 655.647 secs
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 1
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 3
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b697, 1
Read EPC: 1337030279b697, 4
Read EPC: 1337030279b828, 4
Next block: 030279ba3b(2534/2689) --- Time elapsed: 655.922 secs
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 1
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279b828, 4
Read EPC: 1337030279ba3b, 4
Next block: 030279bc9f(2535/2689) --- Time elapsed: 656.167 secs
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279ba3b, 4
Read EPC: 1337030279bc9f, 4
Next block: 030279bebe(2536/2689) --- Time elapsed: 656.436 secs
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 0
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bc9f, 4
Read EPC: 1337030279bebe, 4
Next block: 030279c06e(2537/2689) --- Time elapsed: 656.687 secs
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 0
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279bebe, 4
Read EPC: 1337030279c06e, 4
Next block: 030279c2a5(2538/2689) --- Time elapsed: 656.956 secs
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 1
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 2
Read EPC: 1337030279c06e, 1
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c06e, 4
Read EPC: 1337030279c2a5, 4
